-124.95,45.45,0.20009
-124.95,45.65,-0.2
-124.95,45.85,-0.6
-124.95,46.05,-1
-124.95,46.25,-1.1667
-124.95,46.45,-1.55
-124.95,46.65,-1.65
-124.95,46.85,-1.75
-124.95,47.05,-1.85
-124.95,47.25,-1.9
-124.95,47.45,-2
-124.95,47.65,-2
-124.95,47.85,-2
-124.95,48.05,-1
-124.95,48.25,5.6843e-14
-124.95,48.45,1.6
-124.95,48.65,3.68
-124.95,48.85,2.94
-124.95,49.05,2.53
-124.65,45.45,1.9692
-124.65,45.65,1.3538
-124.65,45.85,0.9
-124.65,46.05,0.56923
-124.65,46.25,0.41538
-124.65,46.45,0.44444
-124.65,46.65,0.55556
-124.65,46.85,0.66667
-124.65,47.05,0.16667
-124.65,47.25,-0.083333
-124.65,47.45,-0.5
-124.65,47.65,-0.64286
-124.65,47.85,-0.21429
-124.65,48.05,0.8
-124.65,48.25,2.44
-124.65,48.45,3.4
-124.65,48.65,2.4167
-124.65,48.85,2.15
-124.65,49.05,2.23
-124.35,45.45,2.7066
-124.35,45.65,2.829
-124.35,45.85,2.4402
-124.35,46.05,2.2201
-124.35,46.25,2.1101
-124.35,46.45,1.971
-124.35,46.65,2.1069
-124.35,46.85,2.1552
-124.35,47.05,2.031
-124.35,47.25,1.85
-124.35,47.45,1.25
-124.35,47.65,1.2241
-124.35,47.85,1.7778
-124.35,48.05,3.25
-124.35,48.25,2.4233
-124.35,48.45,2.116
-124.35,48.65,1.996
-124.35,48.85,1.9
-124.35,49.05,2.012
-124.05,45.45,1.82
-124.05,45.65,2.0624
-124.05,45.85,2.3118
-124.05,46.05,2.4633
-124.05,46.25,2.5033
-124.05,46.45,2.428
-124.05,46.65,2.3471
-124.05,46.85,2.2856
-124.05,47.05,2.5463
-124.05,47.25,2.6251
-124.05,47.45,2.7982
-124.05,47.65,3.029
-124.05,47.85,2.8875
-124.05,48.05,2.4
-124.05,48.25,2.0278
-124.05,48.45,1.654
-124.05,48.65,1.6
-124.05,48.85,1.6
-124.05,49.05,1.694
-123.75,45.45,1.172
-123.75,45.65,1.235
-123.75,45.85,1.4
-123.75,46.05,1.48
-123.75,46.25,1.52
-123.75,46.45,1.36
-123.75,46.65,1.28
-123.75,46.85,1.4
-123.75,47.05,1.54
-123.75,47.25,1.61
-123.75,47.45,1.9667
-123.75,47.65,1.8791
-123.75,47.85,1.9538
-123.75,48.05,1.76
-123.75,48.25,1.5314
-123.75,48.45,1.22
-123.75,48.65,1.22
-123.75,48.85,1.26
-123.75,49.05,1.44
-123.45,45.45,0.42
-123.45,45.65,0.46
-123.45,45.85,0.5
-123.45,46.05,0.38
-123.45,46.25,0.32
-123.45,46.45,0.26
-123.45,46.65,0.38
-123.45,46.85,0.5
-123.45,47.05,0.9
-123.45,47.25,1.1
-123.45,47.45,1.5
-123.45,47.65,1.38
-123.45,47.85,1.26
-123.45,48.05,1.0667
-123.45,48.25,0.91429
-123.45,48.45,0.8
-123.45,48.65,0.88
-123.45,48.85,0.96
-123.45,49.05,1.2
-123.15,45.45,-0.18
-123.15,45.65,-0.14
-123.15,45.85,-0.1
-123.15,46.05,-0.22
-123.15,46.25,-0.26
-123.15,46.45,-0.28
-123.15,46.65,-0.22
-123.15,46.85,-0.22
-123.15,47.05,0.18
-123.15,47.25,0.28
-123.15,47.45,0.48
-123.15,47.65,0.36
-123.15,47.85,0.52
-123.15,48.05,0.504
-123.15,48.25,0.424
-123.15,48.45,0.32
-123.15,48.65,0.4
-123.15,48.85,0.68
-123.15,49.05,1.02
-122.85,45.45,-0.572
-122.85,45.65,-0.532
-122.85,45.85,-0.54
-122.85,46.05,-0.644
-122.85,46.25,-0.696
-122.85,46.45,-0.815
-122.85,46.65,-0.845
-122.85,46.85,-0.875
-122.85,47.05,-0.788
-122.85,47.25,-0.672
-122.85,47.45,-0.44
-122.85,47.65,-0.28
-122.85,47.85,-0.12
-122.85,48.05,-0.08
-122.85,48.25,-0.16
-122.85,48.45,-0.04
-122.85,48.65,0.24
-122.85,48.85,0.52
-122.85,49.05,0.88
-122.55,45.45,-0.564
-122.55,45.65,-0.572
-122.55,45.85,-0.58
-122.55,46.05,-0.67333
-122.55,46.25,-0.69333
-122.55,46.45,-0.75333
-122.55,46.65,-0.79333
-122.55,46.85,-0.825
-122.55,47.05,-0.825
-122.55,47.25,-0.825
-122.55,47.45,-0.68
-122.55,47.65,-0.52
-122.55,47.85,-0.36
-122.55,48.05,-0.32
-122.55,48.25,-0.2
-122.55,48.45,-0.08
-122.55,48.65,0.2
-122.55,48.85,0.48
-122.55,49.05,0.84
-122.25,45.45,-0.576
-122.25,45.65,-0.584
-122.25,45.85,-0.588
-122.25,46.05,-0.628
-122.25,46.25,-0.648
-122.25,46.45,-0.72
-122.25,46.65,-0.76
-122.25,46.85,-0.76
-122.25,47.05,-0.76
-122.25,47.25,-0.76
-122.25,47.45,-0.78
-122.25,47.65,-0.62
-122.25,47.85,-0.49
-122.25,48.05,-0.38
-122.25,48.25,-0.26
-122.25,48.45,-0.14
-122.25,48.65,0.14
-122.25,48.85,0.42
-122.25,49.05,0.78
-121.95,45.45,-0.558
-121.95,45.65,-0.562
-121.95,45.85,-0.566
-121.95,46.05,-0.618
-121.95,46.25,-0.644
-121.95,46.45,-0.67
-121.95,46.65,-0.67
-121.95,46.85,-0.68
-121.95,47.05,-0.7
-121.95,47.25,-0.71
-121.95,47.45,-0.71
-121.95,47.65,-0.61
-121.95,47.85,-0.51
-121.95,48.05,-0.44
-121.95,48.25,-0.32
-121.95,48.45,-0.2
-121.95,48.65,0.08
-121.95,48.85,0.36
-121.95,49.05,0.72
-121.65,45.45,-0.546
-121.65,45.65,-0.55
-121.65,45.85,-0.554
-121.65,46.05,-0.58
-121.65,46.25,-0.58
-121.65,46.45,-0.58
-121.65,46.65,-0.6
-121.65,46.85,-0.62
-121.65,47.05,-0.62
-121.65,47.25,-0.61
-121.65,47.45,-0.59
-121.65,47.65,-0.53
-121.65,47.85,-0.51
-121.65,48.05,-0.44
-121.65,48.25,-0.32
-121.65,48.45,-0.2
-121.65,48.65,0.08
-121.65,48.85,0.36
-121.65,49.05,0.72
-121.35,45.45,-0.542
-121.35,45.65,-0.546
-121.35,45.85,-0.55
-121.35,46.05,-0.55
-121.35,46.25,-0.55
-121.35,46.45,-0.56
-121.35,46.65,-0.58
-121.35,46.85,-0.6
-121.35,47.05,-0.58
-121.35,47.25,-0.57
-121.35,47.45,-0.55
-121.35,47.65,-0.53
-121.35,47.85,-0.51
-121.35,48.05,-0.44
-121.35,48.25,-0.32
-121.35,48.45,-0.2
-121.35,48.65,0.08
-121.35,48.85,0.36
-121.35,49.05,0.7
